,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
170,171,Bamba Dieng,sn SEN,FW,Marseille,21,2000,10.8,17,11,5,5,7,4,14,28.6,10,7,0,7,5,22,8,0,Matches
171,172,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,19,2002,0.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0,Matches
172,173,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,23,1998,19.2,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5,0,Matches
173,174,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,20,2000,3.5,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1,0,Matches
174,175,Tristan Dingomé,cm CMR,"MF,FW",Troyes,30,1991,12.0,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3,0,Matches
175,176,Sinaly Diomande,ci CIV,DF,Lyon,20,2001,6.4,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26,0,Matches
176,177,Sofiane Diop,fr FRA,"MF,FW",Monaco,21,2000,21.6,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4,0,Matches
177,178,Andy Diouf,fr FRA,MF,Rennes,18,2003,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
178,179,Assane Dioussé,sn SEN,MF,Saint-Étienne,23,1997,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
179,180,Axel Disasi,fr FRA,DF,Monaco,23,1998,30.2,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75,0,Matches
180,181,Tiago Djaló,pt POR,DF,Lille,21,2000,25.9,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71,0,Matches
181,182,Alexander Djiku,gh GHA,DF,Strasbourg,26,1994,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2,Matches
182,183,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,19,2002,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0,Matches
183,184,Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2,Matches
184,185,Jeremy Doku,be BEL,"FW,MF",Rennes,19,2002,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0,0,Matches
185,186,Kasper Dolberg,dk DEN,FW,Nice,23,1997,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17,0,Matches
186,187,Brandon Domingues,fr FRA,"MF,FW",Troyes,21,2000,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0,0,Matches
187,188,Anastasios Donis,gr GRE,"FW,MF",Reims,24,1996,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1,0,Matches
188,189,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,Matches
189,190,Jodel Dossou,bj BEN,FW,Clermont Foot,29,1992,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7,0,Matches
190,191,Lohann Doucet,fr FRA,"MF,DF",Nantes,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
191,192,Cheick Doucouré,ml MLI,MF,Lens,21,2000,32.7,75,43,34,34,7,36,80,45.0,44,30,7,23,68,143,24,0,Matches
192,193,Fodé Doucouré,ml MLI,"DF,FW",Reims,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0,Matches
193,194,Ismaël Doukouré,fr FRA,DF,Strasbourg,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
194,195,Kamory Doumbia,ml MLI,"MF,FW",Reims,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0,Matches
195,196,Moussa Doumbia,ml MLI,FW,Reims,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
196,197,Souleyman Doumbia,ci CIV,"DF,FW",Angers,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0,Matches
197,198,Julian Draxler,de GER,"FW,MF",Paris S-G,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0,Matches
198,199,Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,Matches
199,200,Leo Dubois,fr FRA,DF,Lyon,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1,Matches
200,201,Jean-Kevin Duverne,fr FRA,DF,Brest,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches
201,202,Enzo Ebosse,cm CMR,DF,Angers,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches
202,203,Hugo Ekitike,fr FRA,FW,Reims,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0,Matches
203,204,Alberth Elis,hn HON,"FW,MF",Bordeaux,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0,Matches
204,205,Sepe Elye Wahi,fr FRA,FW,Montpellier,18,2003,19.8,18,10,9,6,3,6,16,37.5,10,7,0,7,4,22,4,0,Matches
205,206,Renaud Emond,be BEL,"FW,MF",Nantes,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0,Matches
206,207,Maxime Estève,fr FRA,DF,Montpellier,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1,Matches
207,208,Fábio,br BRA,DF,Nantes,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1,Matches
208,209,Cesc Fàbregas,es ESP,MF,Monaco,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
209,210,Wout Faes,be BEL,DF,Reims,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2,Matches
210,211,Romain Faivre,fr FRA,"FW,MF",Lyon,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0,Matches
211,212,Romain Faivre,fr FRA,MF,Brest,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0,Matches
212,213,Wuilker Faríñez,ve VEN,GK,Lens,23,1998,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
213,214,Noah Fatar,fr FRA,"DF,MF",Angers,19,2002,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,Matches
214,215,Julien Faussurier,fr FRA,"MF,DF",Brest,34,1987,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6,0,Matches
215,216,Jordan Ferri,fr FRA,MF,Montpellier,29,1992,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0,Matches
216,217,Karol Fila,pl POL,DF,Strasbourg,23,1998,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6,0,Matches
217,218,Alexis Flips,fr FRA,"MF,DF",Reims,21,2000,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17,0,Matches
218,219,Mamadou Fofana,ml MLI,DF,Metz,23,1998,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,Matches
219,220,Seko Fofana,ci CIV,MF,Lens,26,1995,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1,Matches
220,221,Youssouf Fofana,fr FRA,MF,Monaco,22,1999,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2,Matches
221,222,Thomas Foket,be BEL,"DF,FW",Reims,26,1994,24.8,28,19,12,13,3,18,40,45.0,22,26,4,22,33,61,35,0,Matches
222,223,Thomas Fontaine,mg MAD,DF,Lorient,30,1991,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0,Matches
223,224,José Fonte,pt POR,DF,Lille,37,1983,38.0,23,12,14,7,2,11,25,44.0,14,39,32,7,44,67,159,1,Matches
224,225,Steven Fortes,cv CPV,DF,Lens,29,1992,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0,Matches
225,226,Przemysław Frankowski,pl POL,DF,Lens,26,1995,27.2,57,39,22,27,8,36,74,48.6,38,27,0,27,28,85,52,0,Matches
226,227,Fransérgio,br BRA,MF,Bordeaux,30,1990,14.0,24,10,8,12,4,12,43,27.9,31,18,6,12,23,47,23,0,Matches
227,228,Angelo Fulgini,fr FRA,"MF,FW",Angers,24,1996,32.5,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1,Matches
228,229,Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31.0,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1,Matches
229,230,Kévin Gameiro,fr FRA,FW,Strasbourg,34,1987,26.5,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0,Matches
230,231,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31,1989,18.2,60,36,24,24,12,18,44,40.9,26,23,4,19,24,84,13,0,Matches
231,232,Ignatius Ganago,cm CMR,FW,Lens,22,1999,11.4,3,2,1,2,0,2,6,33.3,4,4,0,4,2,5,3,0,Matches
232,233,Djeidi Gassama,fr FRA,FW,Paris S-G,17,2003,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
233,234,Johan Gastien,fr FRA,MF,Clermont Foot,33,1988,30.5,56,34,26,25,5,27,74,36.5,47,45,11,34,53,109,49,1,Matches
234,235,Valère Germain,fr FRA,FW,Montpellier,31,1990,21.9,23,14,6,11,6,8,31,25.8,23,13,1,12,9,32,27,0,Matches
235,236,Gerson,br BRA,"MF,FW",Marseille,24,1997,28.3,42,17,16,20,6,8,35,22.9,27,26,4,22,16,58,16,2,Matches
236,237,Willem Geubbels,fr FRA,"FW,MF",Nantes,19,2001,6.0,8,5,4,2,2,5,12,41.7,7,5,0,5,6,14,5,0,Matches
237,238,Ismaël Gharbi,es ESP,FW,Paris S-G,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
238,239,Lamine Ghezali,fr FRA,DF,Saint-Étienne,22,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
239,240,Nicholas Gioacchini,us USA,"FW,MF",Montpellier,21,2000,5.5,7,5,3,2,2,4,10,40.0,6,8,0,8,4,11,5,0,Matches
240,241,Jimmy Giraudon,fr FRA,DF,Troyes,29,1992,18.0,14,6,10,4,0,7,22,31.8,15,24,14,10,37,51,68,1,Matches
241,242,Andrei Girotto,br BRA,"DF,MF",Nantes,29,1992,35.0,85,52,49,32,4,52,103,50.5,51,67,33,34,69,154,143,0,Matches
242,243,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,25,1996,16.7,40,22,10,18,12,18,41,43.9,23,26,1,25,12,52,8,0,Matches
243,244,Angel Gomes,eng ENG,"MF,FW",Lille,20,2000,10.6,23,13,6,12,5,10,15,66.7,5,4,0,4,3,26,4,0,Matches
244,245,Alfred Gomis,sn SEN,GK,Rennes,27,1993,25.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2,Matches
245,246,Vagner Gonçalves,cv CPV,FW,Metz,25,1996,1.0,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
246,247,Álvaro González,es ESP,DF,Marseille,31,1990,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,9,0,Matches
247,248,Amine Gouiri,fr FRA,"FW,MF",Nice,21,2000,30.6,22,13,2,13,7,10,32,31.3,22,22,5,17,11,33,17,1,Matches
248,249,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,17,2003,20.0,45,26,22,18,5,21,36,58.3,15,22,3,19,13,58,9,2,Matches
249,250,Jonathan Gradit,fr FRA,DF,Lens,28,1992,34.1,60,28,24,28,8,25,45,55.6,20,39,27,12,65,125,106,0,Matches
250,251,Andrew Gravillon,gp GLP,DF,Reims,23,1998,23.7,32,24,19,13,0,17,27,63.0,10,25,15,10,33,65,83,1,Matches
251,252,Adrian Grbić,at AUT,"FW,MF",Lorient,24,1996,5.8,2,1,0,2,0,2,6,33.3,4,3,1,2,0,2,7,0,Matches
252,253,Ivo Grbić,hr CRO,GK,Lille,25,1996,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches
253,254,Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,13.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,9,0,Matches
254,255,Gabriel Gudmundsson,se SWE,"DF,MF",Lille,22,1999,14.9,43,31,24,16,3,17,35,48.6,18,15,3,12,20,63,13,0,Matches
255,256,Noah Guede-Nadje,fr FRA,MF,Angers,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
256,257,Mattéo Guendouzi,fr FRA,MF,Marseille,22,1999,35.0,45,30,10,26,9,13,47,27.7,34,15,1,14,16,61,18,0,Matches
257,258,Yanis Guermouche,fr FRA,"MF,FW",Montpellier,20,2001,0.1,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
258,259,Evann Guessand,fr FRA,FW,Nice,20,2001,4.9,9,8,2,5,2,3,8,37.5,5,4,0,4,0,9,1,0,Matches
259,260,Lamine Gueye,sn SEN,"FW,MF",Metz,23,1998,6.2,5,5,1,1,3,3,7,42.9,4,4,0,4,6,11,1,0,Matches
260,261,Pape Gueye,sn SEN,MF,Marseille,22,1999,17.0,38,19,15,22,1,16,31,51.6,15,15,3,12,24,62,16,0,Matches
261,262,Josuha Guilavogui,fr FRA,"MF,DF",Bordeaux,30,1990,14.8,39,16,18,17,4,14,29,48.3,15,16,8,8,36,75,23,0,Matches
262,263,Frederic Guilbert,fr FRA,DF,Strasbourg,26,1994,28.0,69,39,33,24,12,32,62,51.6,30,37,11,26,55,124,39,0,Matches
263,264,Bruno Guimarães,br BRA,MF,Lyon,23,1997,18.2,50,31,20,25,5,23,59,39.0,36,21,4,17,21,71,11,1,Matches
264,265,Sehrou Guirassy,gn GUI,FW,Rennes,25,1996,11.3,4,2,1,2,1,1,7,14.3,6,4,0,4,1,5,8,0,Matches
265,266,Malo Gusto,fr FRA,DF,Lyon,18,2003,20.9,55,35,29,21,5,24,40,60.0,16,21,6,15,33,88,41,1,Matches
266,267,Massadio Haïdara,ml MLI,DF,Lens,28,1992,12.0,28,21,18,7,3,15,24,62.5,9,18,4,14,22,50,31,0,Matches
267,268,Oualid El Hajjam,ma MAR,DF,Troyes,30,1991,11.9,22,11,12,6,4,15,23,65.2,8,12,6,6,22,44,28,0,Matches
268,269,Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,27.5,75,51,38,28,9,41,73,56.2,32,25,5,20,28,103,23,2,Matches
269,270,Pierre-Yves Hamel,fr FRA,"FW,MF",Lorient,27,1994,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches
270,271,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,5.8,11,6,0,5,6,5,6,83.3,1,2,1,1,0,11,0,0,Matches
271,272,Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,34,1987,9.8,10,7,1,5,4,2,13,15.4,11,8,0,8,4,14,1,0,Matches
272,273,Amine Harit,ma MAR,"FW,MF",Marseille,24,1997,12.9,18,11,9,9,0,9,17,52.9,8,10,0,10,4,22,2,0,Matches
273,274,Henrique,br BRA,DF,Lyon,27,1994,12.3,13,7,10,1,2,5,16,31.3,11,13,1,12,22,35,14,0,Matches
274,275,Luis Henrique,br BRA,"FW,MF",Marseille,19,2001,7.8,4,3,2,1,1,2,5,40.0,3,2,0,2,5,9,1,0,Matches
275,276,Christophe Hérelle,mq MTQ,DF,Brest,28,1992,21.5,48,28,30,16,2,17,26,65.4,9,20,15,5,44,92,84,1,Matches
276,277,Jérôme Hergault,fr FRA,DF,Lorient,35,1986,3.9,3,1,1,2,0,2,5,40.0,3,4,1,3,4,7,7,0,Matches
277,278,Ander Herrera,es ESP,MF,Paris S-G,31,1989,12.1,29,17,7,16,6,14,39,35.9,25,22,8,14,14,43,8,0,Matches
278,279,Franck Honorat,fr FRA,"FW,MF",Brest,24,1996,32.2,54,38,25,13,16,27,48,56.3,21,24,2,22,15,69,25,0,Matches
279,280,Fraser Hornby,sct SCO,"FW,MF",Reims,21,1999,3.9,3,1,1,2,0,0,2,0.0,2,3,0,3,4,7,5,0,Matches
280,281,Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,22.6,33,17,20,12,1,16,24,66.7,8,23,12,11,34,67,76,0,Matches
281,282,Suk Hyun-jun,kr KOR,"FW,MF",Troyes,30,1991,1.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,Matches
282,283,Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,11.4,5,3,1,3,1,3,7,42.9,4,3,0,3,5,10,12,0,Matches
283,284,Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,6.4,18,11,6,10,2,10,18,55.6,8,8,2,6,5,23,2,1,Matches
284,285,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,1.4,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
285,286,Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,7.7,17,9,7,8,2,10,24,41.7,14,9,2,7,6,23,17,1,Matches
286,287,Jonathan Ikone,fr FRA,"MF,FW",Lille,23,1998,11.8,11,3,6,4,1,4,11,36.4,7,13,1,12,5,16,4,0,Matches
287,288,Bonke Innocent,ng NGA,MF,Lorient,25,1996,9.7,27,16,10,16,1,11,26,42.3,15,11,3,8,16,43,14,0,Matches
288,289,Wilson Isidor,fr FRA,"FW,MF",Monaco,20,2000,0.6,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0,Matches
289,290,Ismail Jakobs,sn SEN,"DF,FW",Monaco,21,1999,13.4,32,16,14,15,3,16,35,45.7,19,16,1,15,17,49,31,0,Matches
290,291,Marin Jakoliš,hr CRO,FW,Angers,24,1996,2.5,2,1,0,1,1,0,6,0.0,6,0,0,0,1,3,0,0,Matches
291,292,Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,6.9,9,5,5,3,1,3,4,75.0,1,8,4,4,12,21,34,0,Matches
292,293,Corentin Jean,fr FRA,"FW,MF",Lens,26,1995,2.8,9,6,4,4,1,3,6,50.0,3,5,0,5,1,10,0,0,Matches
293,294,Jemerson,br BRA,DF,Metz,28,1992,13.4,37,25,30,7,0,18,26,69.2,8,23,8,15,25,62,33,1,Matches
294,295,Moritz Jenz,de GER,DF,Lorient,22,1999,15.3,26,12,18,6,2,11,24,45.8,13,19,11,8,28,54,55,0,Matches
295,296,Lenny Joseph,fr FRA,"FW,MF",Metz,20,2000,1.7,2,1,1,1,0,0,0,,0,3,0,3,0,2,0,0,Matches
296,297,Issa Kaboré,bf BFA,DF,Troyes,20,2001,25.0,45,22,22,14,9,20,38,52.6,18,27,2,25,20,65,38,1,Matches
297,298,Tino Kadewere,zw ZIM,FW,Lyon,25,1996,5.6,7,5,2,2,3,4,13,30.8,9,7,0,7,4,11,1,1,Matches
298,299,Gaël Kakuta,cd COD,"MF,FW",Lens,30,1991,18.6,22,14,2,13,7,4,20,20.0,16,10,0,10,4,26,3,0,Matches
299,300,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
300,301,Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,23.9,9,8,1,3,5,2,7,28.6,5,6,1,5,8,17,0,0,Matches
301,302,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,23,1997,3.6,8,5,3,4,1,2,5,40.0,3,2,0,2,3,11,1,0,Matches
302,303,Boubacar Kamara,fr FRA,"MF,DF",Marseille,21,1999,30.9,68,38,27,36,5,26,47,55.3,21,29,10,19,46,114,44,1,Matches
303,304,Hassane Kamara,ci CIV,"MF,DF",Nice,27,1994,6.0,13,10,4,6,3,5,8,62.5,3,10,2,8,9,22,4,0,Matches
304,305,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,7.4,10,6,8,2,0,4,9,44.4,5,11,4,7,16,26,22,1,Matches
305,306,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,19,2001,1.0,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,0,0,Matches
306,307,Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
307,308,Ilan Kebbal,dz ALG,"MF,FW",Reims,23,1998,19.7,31,15,13,10,8,12,44,27.3,32,16,0,16,13,44,3,0,Matches
308,309,Thilo Kehrer,de GER,DF,Paris S-G,24,1996,16.8,21,14,9,11,1,9,21,42.9,12,19,11,8,24,45,29,0,Matches
309,310,Habib Keita,ml MLI,"MF,FW",Lyon,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
310,311,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,26,1995,10.3,19,10,5,10,4,9,18,50.0,9,9,0,9,14,33,5,0,Matches
311,312,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30,1991,24.7,33,18,7,17,9,9,34,26.5,25,21,0,21,12,45,7,0,Matches
312,313,Presnel Kimpembe,fr FRA,DF,Paris S-G,25,1995,28.6,34,19,18,15,1,14,23,60.9,9,20,14,6,38,72,73,1,Matches
313,314,Thibault Klidje,tg TOG,"MF,FW",Bordeaux,20,2001,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,Matches
314,315,Justin Kluivert,nl NED,MF,Nice,22,1999,20.8,19,9,6,12,1,5,21,23.8,16,13,1,12,14,33,6,0,Matches
315,316,Samuel Koeberlé,fr FRA,FW,Reims,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
316,317,Philippe Koffi,fr FRA,FW,Reims,19,2002,4.2,4,0,0,3,1,0,2,0.0,2,2,1,1,3,7,3,0,Matches
317,318,Sead Kolašinac,ba BIH,DF,Marseille,28,1993,4.9,7,6,2,3,2,5,8,62.5,3,4,0,4,0,7,7,1,Matches
318,319,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,22,1998,32.8,28,14,7,10,11,10,25,40.0,15,14,3,11,6,34,31,0,Matches
319,320,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29,1991,28.5,43,24,22,14,7,20,36,55.6,16,29,7,22,60,103,72,1,Matches
320,321,Ghislain Konan,ci CIV,DF,Reims,25,1995,26.9,35,19,19,15,1,16,30,53.3,14,35,8,27,28,63,45,0,Matches
321,322,Ibrahima Koné,ml MLI,FW,Lorient,22,1999,8.1,7,4,0,3,4,2,3,66.7,1,8,3,5,1,8,3,0,Matches
322,323,Youssouf Koné,ml MLI,DF,Troyes,26,1995,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25,0,Matches
323,324,Laurent Koscielny,fr FRA,DF,Bordeaux,35,1985,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39,0,Matches
324,325,Rominigue Kouamé,ml MLI,MF,Troyes,24,1996,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2,Matches
325,326,Boubakar Kouyaté,ml MLI,DF,Metz,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3,Matches
326,327,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,24,1997,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1,0,Matches
327,328,Mykola Kukharevych,ua UKR,FW,Troyes,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
328,329,Enock Kwateng,fr FRA,DF,Bordeaux,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1,Matches
329,330,Grejohn Kyei,fr FRA,FW,Clermont Foot,25,1995,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1,0,Matches
330,331,Gaëtan Laborde,fr FRA,FW,Montpellier,27,1994,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5,0,Matches
331,332,Gaëtan Laborde,fr FRA,FW,Rennes,27,1994,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16,0,Matches
332,333,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,19,2002,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20,1,Matches
333,334,Lenny Lacroix,fr FRA,DF,Metz,18,2003,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5,0,Matches
334,335,Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25,2,Matches
335,336,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,23,1998,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14,0,Matches
336,337,Didier Lamkel Zé,cm CMR,FW,Metz,24,1996,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7,0,Matches
337,338,Julien Laporte,fr FRA,DF,Lorient,27,1993,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174,0,Matches
338,339,Yasser Larouci,dz ALG,DF,Troyes,20,2001,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5,0,Matches
339,340,Paul Lasne,fr FRA,MF,Brest,32,1989,9.4,26,12,6,16,4,8,19,42.1,11,11,2,9,24,50,10,0,Matches
340,341,Armand Lauriente,fr FRA,"FW,MF",Lorient,22,1998,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3,0,Matches
341,342,Théo Le Bris,fr FRA,MF,Lorient,18,2002,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0,Matches
342,343,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,23,1998,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14,0,Matches
343,344,Enzo Le Fée,fr FRA,"MF,FW",Lorient,21,2000,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18,0,Matches
344,345,Vincent Le Goff,fr FRA,DF,Lorient,31,1989,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50,0,Matches
345,346,Maxime Le Marchand,fr FRA,DF,Strasbourg,31,1989,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32,0,Matches
346,347,Jean-Louis Leca,fr FRA,GK,Lens,35,1985,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,1,Matches
347,348,Félix Lemaréchal,ci CIV,MF,Monaco,17,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
348,349,Mario Lemina,ga GAB,MF,Nice,27,1993,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37,0,Matches
349,350,Fabien Lemoine,fr FRA,MF,Lorient,34,1987,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24,1,Matches
350,351,Léo Leroy,fr FRA,MF,Montpellier,21,2000,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8,0,Matches
351,352,Alexandre Letellier,fr FRA,GK,Paris S-G,30,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
